date,open,high,low,close,volume
2016-03-02,118.34,118.97,117.57,118.67,6520439
2016-03-03,118.86,121.3,118.81,120.72,12578742
2016-03-04,121.13,122.37,120.22,120.56,14410784
2016-03-07,121.18,121.5801,120.41,121.15,6988019
2016-03-08,121.79,121.88,120.47,120.59,9174680
2016-03-09,119.2,120.39,118.84,119.59,7101416
2016-03-10,120.5,121.76,120.42,121.53,15175681
2016-03-11,121.19,121.385,119.36,119.42,8947875
2016-03-14,120.27,120.31,117.5,117.88,12472557
2016-03-15,117.78,118.04,117.36,117.94,7593479
2016-03-16,117.42,120.76,117.34,120.56,14202202
2016-03-17,121.16,121.18,120.03,120.14,8237972
2016-03-18,119.59,120.34,119.51,119.805,6621892
2016-03-21,119.0,119.33,118.73,118.95,5654534
2016-03-22,119.73,120.16,118.96,119.325,4570733
2016-03-23,116.74,117.12,116.16,116.61,13036454
2016-03-24,116.77,116.94,116.3,116.34,5803638
2016-03-28,116.73,116.91,116.27,116.62,3232983
2016-03-29,117.36,118.81,116.8,118.75,11414290
2016-03-30,117.88,118.2,116.91,117.11,8890338
2016-03-31,118.161,118.39,117.6,117.62,6742529
2016-04-01,116.08,116.98,115.55,116.94,9159936
2016-04-04,116.67,116.73,116.07,116.12,5330936
2016-04-05,117.76,117.93,117.15,117.63,6625243
2016-04-06,116.7,117.385,116.26,116.94,6326270
2016-04-07,118.65,118.85,115.0,118.59,8319248
2016-04-08,118.06,118.77,117.98,118.45,7840849
2016-04-11,119.47,120.3,119.42,120.04,7172627
2016-04-12,120.23,120.345,119.55,120.05,8430279
2016-04-13,119.37,119.43,118.56,118.78,7126316
2016-04-14,118.09,118.53,116.95,117.0801,11074855
2016-04-15,117.33,118.12,117.19,117.92,5623566
2016-04-18,118.53,118.56,117.63,117.7,5347788
2016-04-19,119.87,120.09,119.37,119.57,12559146
2016-04-20,119.67,120.08,118.721,118.99,8671956
2016-04-21,120.42,120.55,119.13,119.45,9963550
2016-04-22,118.71,119.02,117.28,117.87,7950267
2016-04-25,118.14,118.7122,117.8,118.24,3465991
2016-04-26,118.79,118.89,118.45,118.72,3669117
2016-04-27,118.97,119.7,118.43,119.01,6866929
2016-04-28,119.92,121.42,119.7301,121.29,11455483
2016-04-29,122.43,123.93,122.34,123.63,12893340
2016-05-02,123.78,123.96,123.045,123.23,9281854
2016-05-03,123.73,123.82,122.51,122.98,7032239
2016-05-04,122.85,123.23,121.51,122.24,7121467
2016-05-05,122.63,122.7325,121.25,122.08,7716473
2016-05-06,122.84,123.805,122.5876,123.185,9143371
2016-05-09,121.2,121.285,120.59,120.64,6665508
2016-05-10,120.74,121.38,120.08,121.0,8258820
2016-05-11,121.85,122.16,121.38,122.1085,6687042
2016-05-12,122.02,122.39,121.0,121.18,6119553
2016-05-13,121.09,121.86,120.66,121.72,6139718
2016-05-16,122.93,122.97,121.38,121.795,5758546
2016-05-17,121.58,122.52,121.48,122.24,7115911
