date,open,high,low,close,volume
2017-04-14,11.69,11.78821,10.55001,11.06,213454.92598192
2017-04-15,11.1,11.92599,11.02389,11.75,160215.08875609
2017-04-16,11.75,12.15002,10.46,11.69,141986.89903706
2017-04-17,11.72,11.8872,11.44,11.7,53087.99705819
2017-04-18,11.7,12.93043,10.95,11.15,270103.11762961
2017-04-19,11.15,11.52751,10.27,10.95,311617.50443389
2017-04-20,10.95,11.09,10.00029,10.21,158671.30126541
2017-04-21,10.21,11.4,10.10003,11.0,230627.82656786
2017-04-22,10.99,12.52,10.85,12.12,404639.40986728
2017-04-23,12.06372,16.0,11.88888,14.35,552238.58673622
2017-04-24,14.35,16.14,14.0023,15.38,509616.18721747
2017-04-25,15.38,15.41,14.1,15.07,266695.54096504
2017-04-26,15.07,15.75,14.30039,15.53,246394.49919834
2017-04-27,15.53,16.17,14.65,15.09,364609.24719718
2017-04-28,15.08,15.51,13.47,14.98,448305.79766557
2017-04-29,14.99,15.12,14.21894,14.75,245686.59169916
2017-04-30,14.73,16.4,14.50065,16.34,281046.71910301
2017-05-01,16.35,16.74,15.37563,16.2,280622.74390846
2017-05-02,16.2,17.3,14.66353,16.46,290678.7032197
2017-05-03,16.43,16.62,15.1,16.24,137647.02586739
2017-05-04,16.16799,36.0,15.84524,22.01,1318322.93440706
2017-05-05,21.94,29.75,20.77637,24.16,1549998.9209365
2017-05-06,24.2,28.69,23.52499,26.33,841923.30098866
2017-05-07,25.79869,28.88,25.52809,28.43,453405.76547557
2017-05-08,28.43,32.3,25.23049,30.62,789852.43598311
2017-05-09,28.01062,30.62,26.00001,28.86,476806.04291204
2017-05-10,28.89,37.0,22.67,33.5,790644.03794758
2017-05-11,33.27,38.91,30.0,32.82,941446.91288701
2017-05-12,32.85,35.5,28.2,30.69,595942.29986305
2017-05-13,30.69,31.59,25.06,27.19,528495.14664972
2017-05-14,27.15,29.21,25.04,29.09,364166.36515624
2017-05-15,29.11,30.6,27.40754,28.9,262547.88736022
2017-05-16,28.9,29.11,25.07631,25.61,384102.19518492
2017-05-17,25.57,25.78,20.75,23.6,710989.90107411
2017-05-18,23.77404,27.4255,20.31,25.3,906099.99024522
2017-05-19,25.3,29.89,24.63,28.58,601833.04298974
2017-05-20,28.54,29.21996,26.3006,27.55,508652.74495764
2017-05-21,27.54,27.94,26.60003,26.97611,236630.902354
2017-05-22,27.34,28.90348,24.87001,25.92,377538.67306422
2017-05-23,25.95,26.99,20.55,24.71,618227.35514929
2017-05-24,24.73,31.78,23.49892,31.06,662857.38000951
2017-05-25,31.05,35.88,29.91456,34.31,714397.18839168
2017-05-26,34.28,35.5,25.26,29.63,648619.87896759
2017-05-27,29.64,32.0,24.2025,24.92642,617260.96449473
2017-05-28,25.03165,26.96,17.5,23.5,630253.41482455
2017-05-29,23.48,26.95,21.13,24.73,375500.83800026
2017-05-30,24.76,26.72,22.79915,25.77,289533.7043431
2017-05-31,25.77,26.65699,23.0,24.19,409035.85365712
2017-06-01,24.18,26.29998,23.28613,25.88,373699.51772696
2017-06-02,25.88,29.94,25.455,27.74,658653.65438851
2017-06-03,27.36942,28.95,26.56,27.89,303795.73085573
2017-06-04,27.9997,28.3,26.79,27.4,248978.37652394
2017-06-05,27.4,27.99998,26.79,27.79,255153.0251287
2017-06-06,27.79,31.8,27.75205,30.7,564762.63985658
2017-06-07,30.66,31.33,28.08,30.12,563551.96652599
2017-06-08,30.18994,30.8,27.65,28.6,348258.37596199
2017-06-09,28.61,30.85,27.99,30.08,323798.76222629
2017-06-10,30.22208,31.2,29.5,29.56,338178.08462771
2017-06-11,29.56,30.25,28.5,28.77335,402854.75433228
2017-06-12,30.16,35.5,28.55002,33.34999,549695.86527163
2017-06-13,31.81,32.08,25.0,29.06,533315.77375727
2017-06-14,29.06,30.65,28.03555,30.3,356443.31641708
2017-06-15,30.32,32.0,27.49999,28.81,587578.88219937
2017-06-16,28.81,30.0,23.435,28.97,618818.08331597
2017-06-17,28.98,34.41982,27.65,33.89,651968.03411685
2017-06-18,33.89,49.0,33.61,46.01,2272587.22810523
2017-06-19,46.01,46.65,39.56,43.66,1068904.08806809
2017-06-20,43.67,51.0,42.00001,47.63,1270780.5930388
2017-06-21,47.63,48.45,39.5,45.62,709732.76777887
2017-06-22,45.62,46.6,41.05331,44.0,432153.92583453
2017-06-23,43.81989,47.89,42.46133,45.98,420320.16913408
2017-06-24,46.0,46.97,44.72167,45.175,244049.85706074
2017-06-25,45.17502,46.13,40.75,43.05,347248.01517159
2017-06-26,43.11,43.76,37.37309,40.34004,455270.74759029
2017-06-27,40.34004,41.98,33.0,38.15,677072.86773674
2017-06-28,38.16,40.5,33.50001,39.325,629602.4791716
2017-06-29,40.5,43.75,37.51388,42.0,547324.798394289
2017-06-30,41.96,42.34917,39.28,40.2,274551.8453715
2017-07-01,40.064,41.31,38.76178,39.49,229932.44765854
2017-07-02,39.49,40.0,36.5,38.37,215036.72639625
2017-07-03,38.35,42.0,36.45358,41.59,285032.30337796
2017-07-04,41.23703,47.7,40.38,45.51,763507.77243998
2017-07-05,45.56,55.4,45.15,54.89,1326511.42188414
2017-07-06,54.98,57.75,48.95,53.4,970782.56075458
2017-07-07,53.31,53.6,49.44,51.19,417701.70791796
2017-07-08,51.2,51.5999,44.28,46.21,745669.14936628
2017-07-09,46.19,52.61,44.18,51.27,585594.56475095
2017-07-10,51.27,52.55,48.24701,48.76,341859.17974733
2017-07-11,48.76,49.91,42.1,44.82,660021.13394988
2017-07-12,44.81,48.75,41.15218,43.87,652973.78666836
2017-07-13,43.93,48.99,42.0,47.0,606041.76243858
2017-07-14,47.0,47.88,43.40001,45.48,310052.79643927
2017-07-15,45.49,46.0,40.0,42.74,520506.16524269
2017-07-16,42.52,42.99,37.37001,38.14,668246.48342381
2017-07-17,38.14,41.99,34.78,40.53231,806308.25126071
2017-07-18,40.69,43.29998,39.19499,42.36,645679.41943559
2017-07-19,42.35,46.0,40.56,43.47451,568231.99095951
2017-07-20,43.47451,44.12097,38.02352,40.19,458380.96646617
2017-07-21,40.22,46.0,39.95,44.72,598173.07692034
2017-07-22,44.72,48.0,43.78135,45.25,582478.27210056
2017-07-23,45.25,47.52,44.47,46.7,238341.16994275
2017-07-24,46.69,47.09992,43.37,45.23,221326.36273849
2017-07-25,45.23,45.89999,43.6,45.01,183352.36691529
2017-07-26,45.01,45.3,39.58359,42.21,416964.54303312
2017-07-27,42.21,43.0,40.18292,41.99,298462.38780964
2017-07-28,42.1,42.86,40.8,41.87,230678.27912072
2017-07-29,41.86789,45.0,40.02,40.55,279705.40013327
2017-07-30,40.35,41.5,38.25,41.01,296965.12566512
2017-07-31,41.0,42.16,39.3,40.82,165314.68663907
2017-08-01,40.81,43.8,37.39,42.27,418012.95383678
2017-08-02,42.25,44.9,39.72,43.0,389523.630262959
2017-08-03,43.0,43.31838,41.12001,41.82,219729.40661027
2017-08-04,41.78,43.11778,41.66795,42.49,125909.9132977
2017-08-05,42.5,43.86646,42.30312,43.07,148046.30731183
2017-08-06,43.07,47.09,43.02,45.85,439983.77000228
2017-08-07,45.88,46.92,44.73,45.33,220755.58529692
2017-08-08,45.29,46.79957,45.01,45.99,200816.68554689
2017-08-09,45.99,49.98,45.31,49.06,448227.01081617
2017-08-10,49.06,52.0,46.62001,47.69,372107.058987499
2017-08-11,47.7,48.9,46.75,47.2,198996.2088929
2017-08-12,47.2,48.09999,45.64,47.08,230638.77762384
2017-08-13,47.06,48.44,45.71,46.33,296715.95712837
2017-08-14,46.32,47.42,43.62,45.21,355877.47250298
2017-08-15,45.22,46.8,44.44,45.59,227076.65652814
2017-08-16,45.99425,45.99425,41.15,43.1,392330.84583648
2017-08-17,43.09,46.23,41.89,43.8,271141.574480558
2017-08-18,43.8,45.1004,43.0,43.88,197404.54622938
2017-08-19,43.83,48.0,42.80002,46.69,462196.79239004
2017-08-20,46.69,48.0,42.99,45.18,189942.853726069
2017-08-21,45.17,47.7,43.36,45.57,177507.33072379
2017-08-22,45.57,50.0,44.0,48.5,315687.602876979
2017-08-23,47.99,48.96995,44.32,46.51,301904.067158539
2017-08-24,46.51106,59.0,45.73,53.99794,767337.640167549
2017-08-25,53.31,54.99,49.27,50.555,519235.08313979
2017-08-26,49.75,53.0,49.0001,51.7,309523.466796959
2017-08-27,51.12,53.0,50.0,51.55,207200.55278573
2017-08-28,51.56,64.89,51.14,61.56,1027532.94968892
2017-08-29,61.57,65.0,58.5003,62.39,693067.356823579
2017-08-30,62.39,64.45,60.6,62.78,551982.795777309
2017-08-31,63.53,67.5,60.9,66.03,461169.000906219
2017-09-01,66.02,74.8089,64.96,73.3708,1209270.493458338
2017-09-02,73.23,98.28,71.1112,89.23,2342516.983159145
2017-09-03,89.16,94.03,72.62,79.84,1664356.106593215
2017-09-04,79.84,84.91,74.3,79.44,749365.455738378
2017-09-05,79.45,80.0308,61.0,71.29,1546339.749516617
2017-09-06,71.29,75.89,62.03,74.19,971873.911818968
2017-09-07,74.19,83.33,73.32,82.41,1048901.656336859
2017-09-08,81.47,83.3,76.95,80.42,675375.872239199
2017-09-09,80.23,82.5,67.69,73.7,1338011.64222389
2017-09-10,73.71,75.0,68.5,71.27,502450.769800189
2017-09-11,71.27,72.0,62.57,67.44,711945.061777987
2017-09-12,67.52,71.99,62.4,68.28,541384.426620406
2017-09-13,68.29,72.6,64.6,66.0,726582.16478463
2017-09-14,66.0,66.46,56.8,61.8,1359549.767667765
2017-09-15,61.81,62.88,45.1,45.42,2100872.821305514
2017-09-16,45.42,62.41,33.33,52.29,3773342.67033501
2017-09-17,52.28,59.0,49.74,52.47,1092458.869898908
2017-09-18,52.47,54.1,47.24,51.37,705463.978200336
2017-09-19,51.37,58.48,50.31,56.3,1080255.423529667
2017-09-20,56.3,57.15,50.0,52.95,803243.886539406
2017-09-21,52.47,54.6,50.25,51.57,439007.589105018
2017-09-22,51.58,52.5,45.11,46.61,990764.997578999
2017-09-23,46.65,49.72,44.69,47.81,821444.684444288
2017-09-24,47.83,51.01,46.38,49.41,391405.30515383
2017-09-25,49.4,49.65,46.95,47.7,278928.72931946
2017-09-26,47.71,53.52,47.31,52.22,622027.92369675
2017-09-27,52.22,54.41,51.24,52.34,440959.820798988
2017-09-28,52.34,57.48,51.92,56.88,705222.701296168
2017-09-29,56.89,57.97,53.75,54.87,565976.573614668
2017-09-30,54.87,55.15,50.16,52.62,660689.141636209
2017-10-01,52.62,56.12,52.54,55.26,297436.33256736
2017-10-02,55.26,55.69,53.06,54.69,254458.925732388
2017-10-03,54.7,55.22,52.58,53.37,278088.62616893
2017-10-04,53.37,53.63,51.21,52.15,282827.477134659
2017-10-05,52.15,53.41,50.41,51.16,250883.713353699
2017-10-06,51.16,52.0,50.0,51.67,211424.205594059
2017-10-07,51.67,52.97,51.05,52.08,173675.10359543
2017-10-08,52.12,52.95,51.35,52.57,137921.130484079
2017-10-09,52.58,54.79,52.0,53.27,285324.465691919
2017-10-10,53.27,53.41,48.0,50.04,532423.47642337
2017-10-11,50.04,51.76,48.2,50.62,240575.018779808
2017-10-12,50.41,51.23,49.5,50.81,135721.5135973
2017-10-13,50.81,61.23,48.97,59.55,1111488.546282618
2017-10-14,59.39,60.96,54.54,58.9,1000765.154324768
2017-10-15,58.9,66.85,58.03,63.94,842834.885087118
2017-10-16,63.89,69.62,61.99,65.51,913991.191423987
2017-10-17,65.52,66.4,62.1,64.72,430534.778912509
2017-10-18,64.72,64.99,58.0,59.19,485605.256575849
2017-10-19,59.2,62.49,52.9,60.67,951457.841075188
2017-10-20,60.68,61.72,57.67,59.84,429475.905111649
2017-10-21,59.84,62.8,58.22,60.12,399136.650428309
2017-10-22,60.13,60.38,55.72,58.14,366418.15270225
2017-10-23,58.15,58.89,55.75,56.75,222665.713869019
2017-10-24,56.75,57.04,52.0,54.76,511944.631336077
2017-10-25,54.75,59.9,52.03,55.61,627023.614699056
2017-10-26,55.61,57.23,53.48,56.36,314675.277079918
2017-10-27,56.36,57.5,54.66,55.56,185727.382773709
2017-10-28,55.56,56.32,54.64,54.93,147202.219450138
2017-10-29,55.25,55.98,53.52,54.52,118384.365023579
2017-10-30,54.53,58.1,53.02,56.59,275619.470800047
2017-10-31,56.59,58.42,55.7,56.29,224480.188841638
2017-11-01,56.21,56.92,55.0,55.41,189476.90599524
2017-11-02,55.44,55.7,52.5,53.46,290120.65645464
2017-11-03,53.0,55.01,49.52,54.35,671150.649205508
2017-11-04,54.36,57.29,53.51,56.19,399899.769866879
2017-11-05,56.19,56.3,53.71,54.83,193846.871871949
2017-11-06,55.12,55.53,53.06,54.67,172384.086993419
2017-11-07,54.67,55.92,53.06,54.6,287524.673515192
